시도,군구,관광지,구분,세부구분,내/외국인,총계(2010.01 ~ 2019.09),2010년,,,,,,,,,,,,,2011년,,,,,,,,,,,,,2012년,,,,,,,,,,,,,2013년,,,,,,,,,,,,,2014년,,,,,,,,,,,,,2015년,,,,,,,,,,,,,2016년,,,,,,,,,,,,,2017년,,,,,,,,,,,,,2018년,,,,,,,,,,,,,2019년,,,,,,,,,,
,,,,,,,인원계,2010년 01월,2010년 02월,2010년 03월,2010년 04월,2010년 05월,2010년 06월,2010년 07월,2010년 08월,2010년 09월,2010년 10월,2010년 11월,2010년 12월,인원계,2011년 01월,2011년 02월,2011년 03월,2011년 04월,2011년 05월,2011년 06월,2011년 07월,2011년 08월,2011년 09월,2011년 10월,2011년 11월,2011년 12월,인원계,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,인원계,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,인원계,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,인원계,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,인원계,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,인원계,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,인원계,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,인원계,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,
대전광역시,동구,우암사적공원,무료,추정,합계,"223,852","129,942","3,115","3,048","3,120","10,950","12,840","13,770","10,527","7,854","16,853","18,292","17,055","12,518","93,910","4,100","3,900","4,000","24,810","17,800","8,325","9,700","7,775","13,500",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
대전광역시,동구,한밭교육박물관,무료,측정,내국인,"264,586","18,809",-,-,-,-,-,-,-,627,489,"6,254","4,759","6,680","8,491",100,226,516,211,360,320,354,724,520,"1,748","2,325","1,087","27,637","1,022",922,"1,372","1,798","1,571",950,"1,662","2,772","5,144","3,351","4,578","2,495","37,185","3,718","1,466","1,812","3,486","2,335","2,663","2,470","4,140","7,119","2,743","3,766","1,467","31,614","2,827","2,103","1,510","1,521","1,750","1,556","2,097","3,395","5,418","3,000","2,893","3,544","29,958","2,445","1,353","1,816","1,923","2,202","1,274","1,753","1,986","6,763","2,593","2,631","3,219","30,682","2,658","1,406","1,847","1,949","2,067","2,213","2,213","2,302","5,980","2,420","2,395","3,232","31,640","2,127","1,821","1,729","2,125","2,232","2,179","2,031","2,814","6,957","2,732","2,853","2,040","28,794","1,841",944,"1,703","2,126","2,215","1,937","1,819","2,256","6,132","3,076","2,524","2,221","19,776","1,949",808,"1,368","1,600","2,865","2,170","1,878","1,647","5,491",
대전광역시,동구,한밭교육박물관,무료,측정,합계,"264,586","18,809",-,-,-,-,-,-,-,627,489,"6,254","4,759","6,680","8,491",100,226,516,211,360,320,354,724,520,"1,748","2,325","1,087","27,637","1,022",922,"1,372","1,798","1,571",950,"1,662","2,772","5,144","3,351","4,578","2,495","37,185","3,718","1,466","1,812","3,486","2,335","2,663","2,470","4,140","7,119","2,743","3,766","1,467","31,614","2,827","2,103","1,510","1,521","1,750","1,556","2,097","3,395","5,418","3,000","2,893","3,544","29,958","2,445","1,353","1,816","1,923","2,202","1,274","1,753","1,986","6,763","2,593","2,631","3,219","30,682","2,658","1,406","1,847","1,949","2,067","2,213","2,213","2,302","5,980","2,420","2,395","3,232","31,640","2,127","1,821","1,729","2,125","2,232","2,179","2,031","2,814","6,957","2,732","2,853","2,040","28,794","1,841",944,"1,703","2,126","2,215","1,937","1,819","2,256","6,132","3,076","2,524","2,221","19,776","1,949",808,"1,368","1,600","2,865","2,170","1,878","1,647","5,491",
대전광역시,중구,대전 아쿠아월드,유료,측정,내국인,"598,114",0,-,-,-,-,-,-,-,-,-,-,0,0,"568,673","5,148","72,774","47,724","55,424","68,231","39,375","46,284","69,054","31,414","47,376","34,545","51,324","29,441","20,287","9,154",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
대전광역시,중구,대전 아쿠아월드,유료,측정,내국인,"649,813",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"109,061",-,-,-,-,-,-,"20,120","27,873","13,453","18,036","11,002","18,577","206,883","21,392","22,697","18,372","13,350","17,607","13,876","20,053","26,185","11,600","14,854","9,340","17,557","195,235","21,416","16,465","20,173","14,150","19,182","14,431","17,430","24,006","11,231","12,003","9,702","15,046","138,634","17,035","15,734","16,030","11,197","20,199","15,457","14,263","18,576","10,143",
대전광역시,중구,대전 아쿠아월드,유료,측정,외국인,"8,138",0,-,-,-,-,-,-,-,-,-,-,0,0,"7,750",78,"1,108",727,730,899,519,610,910,414,624,455,676,388,267,121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
대전광역시,중구,대전 아쿠아월드,유료,측정,합계,"1,256,065",0,-,-,-,-,-,-,-,-,-,-,0,0,"576,423","5,226","73,882","48,451","56,154","69,130","39,894","46,894","69,964","31,828","48,000","35,000","52,000","29,829","20,554","9,275",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"109,061",-,-,-,-,-,-,"20,120","27,873","13,453","18,036","11,002","18,577","206,883","21,392","22,697","18,372","13,350","17,607","13,876","20,053","26,185","11,600","14,854","9,340","17,557","195,235","21,416","16,465","20,173","14,150","19,182","14,431","17,430","24,006","11,231","12,003","9,702","15,046","138,634","17,035","15,734","16,030","11,197","20,199","15,457","14,263","18,576","10,143",
대전광역시,중구,대전오월드,유료,측정,내국인,"2,740,962",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,096,479","45,628","56,167","77,761","193,392","168,448","68,545","42,755","90,553","110,542","173,895","40,017","28,776","1,013,066","36,102","37,297","70,098","131,949","166,951","81,258","43,130","95,899","105,386","143,449","46,678","54,869","631,417","42,599","46,868","51,592","118,065","137,642","76,412","34,436","57,721","66,082",
대전광역시,중구,대전오월드,유료,측정,내국인,"8,215,753","1,164,316","38,616","59,179","50,256","198,660","246,251","77,528","59,150","63,430","95,023","187,481","64,948","23,794","1,145,080","7,335","26,175","65,177","171,794","213,740","103,873","50,573","118,802","98,103","205,701","60,491","23,316","1,209,411","22,855","30,236","58,274","178,078","233,268","101,597","73,703","118,977","96,672","215,957","56,891","22,903","1,202,540","27,021","33,050","123,103","144,151","219,020","105,733","66,757","90,270","103,979","190,428","62,541","36,487","1,228,275","51,599","49,712","80,084","132,133","190,247","103,606","86,297","152,613","104,902","191,570","56,983","28,529","1,150,735","58,794","46,509","90,662","154,251","214,227","19,441","69,977","143,018","95,595","164,997","42,453","50,811","1,115,396","57,412","44,760","68,696","164,718","178,514","78,803","56,733","99,989","89,962","170,402","64,108","41,299",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
대전광역시,중구,대전오월드,유료,측정,외국인,"14,296","11,759",390,597,507,"2,007","2,487",783,597,641,960,"1,894",656,240,"1,143",7,26,65,171,213,103,51,119,98,206,61,23,"1,211",23,30,58,178,234,102,74,119,97,216,57,23,183,27,33,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
