시도,군구,관광지,구분,세부구분,내/외국인,총계(2010.01 ~ 2019.09),2010년,,,,,,,,,,,,,2011년,,,,,,,,,,,,,2012년,,,,,,,,,,,,,2013년,,,,,,,,,,,,,2014년,,,,,,,,,,,,,2015년,,,,,,,,,,,,,2016년,,,,,,,,,,,,,2017년,,,,,,,,,,,,,2018년,,,,,,,,,,,,,2019년,,,,,,,,,,
,,,,,,,인원계,2010년 01월,2010년 02월,2010년 03월,2010년 04월,2010년 05월,2010년 06월,2010년 07월,2010년 08월,2010년 09월,2010년 10월,2010년 11월,2010년 12월,인원계,2011년 01월,2011년 02월,2011년 03월,2011년 04월,2011년 05월,2011년 06월,2011년 07월,2011년 08월,2011년 09월,2011년 10월,2011년 11월,2011년 12월,인원계,2012년 01월,2012년 02월,2012년 03월,2012년 04월,2012년 05월,2012년 06월,2012년 07월,2012년 08월,2012년 09월,2012년 10월,2012년 11월,2012년 12월,인원계,2013년 01월,2013년 02월,2013년 03월,2013년 04월,2013년 05월,2013년 06월,2013년 07월,2013년 08월,2013년 09월,2013년 10월,2013년 11월,2013년 12월,인원계,2014년 01월,2014년 02월,2014년 03월,2014년 04월,2014년 05월,2014년 06월,2014년 07월,2014년 08월,2014년 09월,2014년 10월,2014년 11월,2014년 12월,인원계,2015년 01월,2015년 02월,2015년 03월,2015년 04월,2015년 05월,2015년 06월,2015년 07월,2015년 08월,2015년 09월,2015년 10월,2015년 11월,2015년 12월,인원계,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,인원계,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,인원계,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,인원계,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,
광주광역시,동구,무등산국립공원(제1수원지),무료,측정,합계,"377,640",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"113,113","6,014","5,482","6,823","6,628","11,016","11,870","12,964","14,309","11,572","12,586","7,274","6,575","77,438","4,891","4,402","5,638","4,409","6,830","7,496","7,411","8,702","7,383","8,381","6,147","5,748","88,221","6,366","5,873","8,057","6,475","9,265","10,094","6,139","7,420","7,215","8,853","6,491","5,973","62,258","5,371","6,385","5,304","4,939","7,458","8,333","2,890","3,838","5,505","3,297","6,658","2,280","36,610","2,118","5,462","4,778","4,230","7,038","3,727","2,098","1,820","5,339",
광주광역시,동구,무등산국립공원(제2수원지),무료,측정,내국인,"167,689",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"62,723","6,958","7,854","8,440","4,978","3,799","4,556","5,270","7,241","3,542","3,955","4,264","1,866","40,926","3,875","1,856","3,845","3,893","3,404","3,285","4,166","5,956","2,888","3,411","2,256","2,091","36,957","1,776","1,556","2,597","3,587","4,065","3,450","5,267","4,389","2,117","2,805","2,660","2,688","27,083","2,430","1,861","2,467","3,343","3,560","3,647","4,041","3,572","2,162",
광주광역시,동구,무등산국립공원(제2수원지),무료,측정,합계,"167,689",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"62,723","6,958","7,854","8,440","4,978","3,799","4,556","5,270","7,241","3,542","3,955","4,264","1,866","40,926","3,875","1,856","3,845","3,893","3,404","3,285","4,166","5,956","2,888","3,411","2,256","2,091","36,957","1,776","1,556","2,597","3,587","4,065","3,450","5,267","4,389","2,117","2,805","2,660","2,688","27,083","2,430","1,861","2,467","3,343","3,560","3,647","4,041","3,572","2,162",
광주광역시,동구,무등산국립공원(주차장~옛길),무료,측정,내국인,"337,135",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"82,564","4,293","4,617","7,046","6,559","9,223","7,248","7,744","7,181","8,117","9,974","6,244","4,318","56,981","3,626","2,859","4,797","4,919","6,707","4,834","3,967","3,998","5,081","6,876","5,362","3,955","62,950","6,808","3,279","6,119","5,045","7,537","4,778","3,611","4,326","4,436","7,619","6,062","3,330","72,228","4,990","3,339","5,386","5,141","6,777","5,252","3,672","3,638","7,157","12,450","7,936","6,490","62,412","8,300","7,997","6,000","8,117","12,465","9,266","4,021","2,157","4,089",
광주광역시,동구,무등산국립공원(주차장~옛길),무료,측정,외국인,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
광주광역시,동구,무등산국립공원(주차장~옛길),무료,측정,합계,"337,135",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"82,564","4,293","4,617","7,046","6,559","9,223","7,248","7,744","7,181","8,117","9,974","6,244","4,318","56,981","3,626","2,859","4,797","4,919","6,707","4,834","3,967","3,998","5,081","6,876","5,362","3,955","62,950","6,808","3,279","6,119","5,045","7,537","4,778","3,611","4,326","4,436","7,619","6,062","3,330","72,228","4,990","3,339","5,386","5,141","6,777","5,252","3,672","3,638","7,157","12,450","7,936","6,490","62,412","8,300","7,997","6,000","8,117","12,465","9,266","4,021","2,157","4,089",
광주광역시,동구,무등산국립공원(증심사방향1),무료,측정,내국인,"753,801",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"215,921","28,636","16,591","14,753","14,867","17,269","13,705","15,108","15,931","17,191","23,844","19,404","18,622","157,827","17,121","12,242","11,377","10,278","11,131","11,169","9,734","10,050","11,715","20,669","18,870","13,471","170,700","20,907","14,490","12,453","16,839","15,314","13,986","9,303","8,730","10,075","19,094","15,621","13,888","132,173","31,841","15,434","7,256","7,179","9,675","7,593","6,487","5,036","8,432","11,883","13,861","7,496","77,180","14,625","14,447","7,049","6,831","10,376","6,444","4,841","3,041","9,526",
광주광역시,동구,무등산국립공원(증심사방향1),무료,측정,외국인,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
광주광역시,동구,무등산국립공원(증심사방향1),무료,측정,합계,"753,801",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"215,921","28,636","16,591","14,753","14,867","17,269","13,705","15,108","15,931","17,191","23,844","19,404","18,622","157,827","17,121","12,242","11,377","10,278","11,131","11,169","9,734","10,050","11,715","20,669","18,870","13,471","170,700","20,907","14,490","12,453","16,839","15,314","13,986","9,303","8,730","10,075","19,094","15,621","13,888","132,173","31,841","15,434","7,256","7,179","9,675","7,593","6,487","5,036","8,432","11,883","13,861","7,496","77,180","14,625","14,447","7,049","6,831","10,376","6,444","4,841","3,041","9,526",
광주광역시,동구,무등산국립공원(증심사방향2),무료,측정,내국인,"1,747,327",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"531,358","42,593","33,073","37,141","43,533","44,974","34,754","38,958","45,966","51,615","69,819","52,224","36,708","360,738","31,063","21,719","26,607","23,681","34,452","25,681","24,144","28,390","30,458","49,942","38,437","26,164","389,402","28,093","23,232","40,521","27,982","37,521","29,872","23,305","21,981","33,270","53,857","41,261","28,507","285,356","35,789","14,758","22,885","19,002","27,028","25,796","19,597","18,606","26,598","30,613","28,287","16,397","180,473","20,121","14,961","20,295","16,230","26,644","26,596","15,198","16,189","24,239",
